from_city,to_city,start_lat,start_lng,end_lat,end_lng,mode,cost,time,distance
Seattle,Baton Rouge,47.6211,-122.3244,30.442,-91.1311,road,115,34235,576.63
Seattle,Baton Rouge,47.6211,-122.3244,30.442,-91.1311,rail,40,23879,345.48
Seattle,Allentown,47.6211,-122.3244,40.5961,-75.4756,flight,177,12559,236.74
Seattle,Allentown,47.6211,-122.3244,40.5961,-75.4756,road,103,41004,399.54
Seattle,Allentown,47.6211,-122.3244,40.5961,-75.4756,rail,81,25189,862.46
Seattle,Ogden,47.6211,-122.3244,41.2279,-111.9682,flight,354,35266,1655.33
Seattle,Ogden,47.6211,-122.3244,41.2279,-111.9682,road,104,24393,65.24
Seattle,Ogden,47.6211,-122.3244,41.2279,-111.9682,rail,52,13769,685.99
Seattle,Provo,47.6211,-122.3244,40.2457,-111.6457,flight,243,8603,439.31
Seattle,Provo,47.6211,-122.3244,40.2457,-111.6457,road,126,18552,283.97
Seattle,Provo,47.6211,-122.3244,40.2457,-111.6457,rail,91,26261,572.9
Seattle,Knoxville,47.6211,-122.3244,35.9692,-83.9496,flight,109,10070,688.48
Seattle,Knoxville,47.6211,-122.3244,35.9692,-83.9496,road,110,39547,532.51
Seattle,Knoxville,47.6211,-122.3244,35.9692,-83.9496,rail,72,23513,120.55
Seattle,Grand Rapids,47.6211,-122.3244,42.9619,-85.6562,flight,256,10478,318.76
Seattle,Grand Rapids,47.6211,-122.3244,42.9619,-85.6562,road,51,27486,699.04
Seattle,Grand Rapids,47.6211,-122.3244,42.9619,-85.6562,rail,61,21737,846.31
Seattle,Columbia,47.6211,-122.3244,34.0378,-80.9036,flight,234,15236,277.75
Seattle,Columbia,47.6211,-122.3244,34.0378,-80.9036,road,182,34344,555.51
Seattle,Columbia,47.6211,-122.3244,34.0378,-80.9036,rail,73,13489,176.47
Seattle,Albany,47.6211,-122.3244,42.6664,-73.7987,flight,156,8986,946.97
Seattle,Albany,47.6211,-122.3244,42.6664,-73.7987,road,67,24070,526.3
Seattle,Albany,47.6211,-122.3244,42.6664,-73.7987,rail,72,22736,185.79
Seattle,Bakersfield,47.6211,-122.3244,35.3529,-119.0359,flight,389,21981,1607.49
Seattle,Bakersfield,47.6211,-122.3244,35.3529,-119.0359,road,107,39848,123.65
Seattle,Bakersfield,47.6211,-122.3244,35.3529,-119.0359,rail,86,27135,818.35
Seattle,New Haven,47.6211,-122.3244,41.3113,-72.9246,flight,115,9360,766.77
Seattle,New Haven,47.6211,-122.3244,41.3113,-72.9246,road,149,28444,612.05
Seattle,New Haven,47.6211,-122.3244,41.3113,-72.9246,rail,69,20002,534.38
Seattle,Des Moines,47.6211,-122.3244,41.5725,-93.6105,flight,193,12859,562.96
Seattle,Des Moines,47.6211,-122.3244,41.5725,-93.6105,road,109,26270,905.34
Seattle,Des Moines,47.6211,-122.3244,41.5725,-93.6105,rail,49,11377,1081.81
Seattle,Akron,47.6211,-122.3244,41.0798,-81.5219,flight,254,14298,357.29
Seattle,Akron,47.6211,-122.3244,41.0798,-81.5219,road,104,31131,693.45
Seattle,Akron,47.6211,-122.3244,41.0798,-81.5219,rail,73,11447,978.66
Seattle,Palm Bay,47.6211,-122.3244,27.9631,-80.6593,flight,180,13611,1058.19
Seattle,Palm Bay,47.6211,-122.3244,27.9631,-80.6593,road,89,37969,144.78
Seattle,Palm Bay,47.6211,-122.3244,27.9631,-80.6593,rail,78,17091,786.03
Seattle,Concord,47.6211,-122.3244,37.9722,-122.0016,flight,254,15592,715.2
Seattle,Concord,47.6211,-122.3244,37.9722,-122.0016,road,151,18124,318.14
Seattle,Concord,47.6211,-122.3244,37.9722,-122.0016,rail,54,21561,192.63
Seattle,Wichita,47.6211,-122.3244,37.6895,-97.3443,flight,273,15483,1276.3
Seattle,Wichita,47.6211,-122.3244,37.6895,-97.3443,road,185,40885,813.37
Seattle,Wichita,47.6211,-122.3244,37.6895,-97.3443,rail,34,25089,1099.83
Seattle,Mesa,47.6211,-122.3244,33.4015,-111.7178,flight,130,15344,1069.38
Seattle,Mesa,47.6211,-122.3244,33.4015,-111.7178,road,134,16696,628.21
Seattle,Mesa,47.6211,-122.3244,33.4015,-111.7178,rail,74,23417,152.86
Seattle,Harrisburg,47.6211,-122.3244,40.2752,-76.8843,flight,256,16388,794.11
Seattle,Harrisburg,47.6211,-122.3244,40.2752,-76.8843,road,102,21788,596.52
Seattle,Harrisburg,47.6211,-122.3244,40.2752,-76.8843,rail,57,11467,922.11
Seattle,Staten Island,47.6211,-122.3244,40.5834,-74.1496,flight,238,10977,1112.25
Seattle,Staten Island,47.6211,-122.3244,40.5834,-74.1496,road,124,21161,331.81
Seattle,Staten Island,47.6211,-122.3244,40.5834,-74.1496,rail,60,22738,1008.49
Seattle,Toledo,47.6211,-122.3244,41.6638,-83.5827,flight,125,12955,343
Seattle,Toledo,47.6211,-122.3244,41.6638,-83.5827,road,63,35619,147.89
Seattle,Toledo,47.6211,-122.3244,41.6638,-83.5827,rail,80,23421,1125.92
Seattle,Worcester,47.6211,-122.3244,42.2705,-71.8079,flight,192,17678,547.43
Seattle,Worcester,47.6211,-122.3244,42.2705,-71.8079,road,62,33047,866.81
Seattle,Worcester,47.6211,-122.3244,42.2705,-71.8079,rail,91,19283,504.55
Seattle,Long Beach,47.6211,-122.3244,33.7977,-118.167,flight,118,16833,560.48
Seattle,Long Beach,47.6211,-122.3244,33.7977,-118.167,road,101,34924,459.19
Seattle,Long Beach,47.6211,-122.3244,33.7977,-118.167,rail,70,28156,842.58
Seattle,Port St. Lucie,47.6211,-122.3244,27.2796,-80.3884,flight,216,12453,493.99
Seattle,Port St. Lucie,47.6211,-122.3244,27.2796,-80.3884,road,106,40381,637.53
Seattle,Port St. Lucie,47.6211,-122.3244,27.2796,-80.3884,rail,59,26209,298.88
Seattle,Little Rock,47.6211,-122.3244,34.7256,-92.3577,flight,221,12302,518.84
Seattle,Little Rock,47.6211,-122.3244,34.7256,-92.3577,road,133,16929,772.36
Seattle,Little Rock,47.6211,-122.3244,34.7256,-92.3577,rail,99,27527,1230.94
Seattle,Reno,47.6211,-122.3244,39.5497,-119.8483,flight,166,11345,558.61
Seattle,Reno,47.6211,-122.3244,39.5497,-119.8483,road,151,20786,44.74
Seattle,Reno,47.6211,-122.3244,39.5497,-119.8483,rail,35,19076,1054.47
Seattle,Spokane,47.6211,-122.3244,47.6671,-117.433,flight,269,15276,728.87
Seattle,Spokane,47.6211,-122.3244,47.6671,-117.433,road,118,35463,862.46
Seattle,Spokane,47.6211,-122.3244,47.6671,-117.433,rail,51,15925,700.29
Seattle,Madison,47.6211,-122.3244,43.0822,-89.393,flight,255,10983,1035.2
Seattle,Madison,47.6211,-122.3244,43.0822,-89.393,road,106,42727,170.88
Seattle,Madison,47.6211,-122.3244,43.0822,-89.393,rail,39,19231,426.26
Seattle,Boise,47.6211,-122.3244,43.6005,-116.2308,flight,238,9170,1066.89
Seattle,Boise,47.6211,-122.3244,43.6005,-116.2308,road,136,27487,478.46
Seattle,Boise,47.6211,-122.3244,43.6005,-116.2308,rail,75,19729,869.92
Seattle,Bonita Springs,47.6211,-122.3244,26.3558,-81.7859,flight,290,13015,324.98
Seattle,Bonita Springs,47.6211,-122.3244,26.3558,-81.7859,road,139,16668,705.26
Seattle,Bonita Springs,47.6211,-122.3244,26.3558,-81.7859,rail,58,19565,339.89
Seattle,Denton,47.6211,-122.3244,33.2175,-97.1418,flight,127,10141,928.33
Seattle,Denton,47.6211,-122.3244,33.2175,-97.1418,road,168,32691,828.91
Seattle,Denton,47.6211,-122.3244,33.2175,-97.1418,rail,35,24160,617.64
Seattle,Oakland,47.6211,-122.3244,37.7904,-122.2166,flight,239,8527,816.48
Seattle,Oakland,47.6211,-122.3244,37.7904,-122.2166,road,101,24570,381.52
Seattle,Oakland,47.6211,-122.3244,37.7904,-122.2166,rail,74,22395,346.73
San Francisco,San Diego,37.7558,-122.4449,32.8313,-117.1222,flight,260,8128,754.97
San Francisco,San Diego,37.7558,-122.4449,32.8313,-117.1222,road,197,17876,927.09
San Francisco,San Diego,37.7558,-122.4449,32.8313,-117.1222,rail,39,18350,164.04
San Francisco,Minneapolis,37.7558,-122.4449,44.9635,-93.2678,flight,290,15168,509.52
San Francisco,Minneapolis,37.7558,-122.4449,44.9635,-93.2678,road,105,27515,824.56
San Francisco,Minneapolis,37.7558,-122.4449,44.9635,-93.2678,rail,32,19329,96.93
San Francisco,Tampa,37.7558,-122.4449,27.9945,-82.4447,flight,124,16702,1401.81
San Francisco,Tampa,37.7558,-122.4449,27.9945,-82.4447,road,94,27303,60.89
San Francisco,Tampa,37.7558,-122.4449,27.9945,-82.4447,rail,86,15326,538.73
San Francisco,Brooklyn,37.7558,-122.4449,40.6501,-73.9496,flight,163,12566,479.08
San Francisco,Brooklyn,37.7558,-122.4449,40.6501,-73.9496,road,79,27091,190.14
San Francisco,Brooklyn,37.7558,-122.4449,40.6501,-73.9496,rail,44,28091,168.39
San Francisco,Denver,37.7558,-122.4449,39.762,-104.8758,flight,224,9803,271.54
San Francisco,Denver,37.7558,-122.4449,39.762,-104.8758,road,169,37120,116.2
San Francisco,Denver,37.7558,-122.4449,39.762,-104.8758,rail,30,27981,288.94
San Francisco,Queens,37.7558,-122.4449,40.7498,-73.7976,flight,147,8807,1033.34
San Francisco,Queens,37.7558,-122.4449,40.7498,-73.7976,road,180,36538,549.91
San Francisco,Queens,37.7558,-122.4449,40.7498,-73.7976,rail,47,21907,769.26
San Francisco,Riverside,37.7558,-122.4449,33.9381,-117.3949,flight,203,14336,1442.82
San Francisco,Riverside,37.7558,-122.4449,33.9381,-117.3949,road,61,42936,656.17
San Francisco,Riverside,37.7558,-122.4449,33.9381,-117.3949,rail,75,13425,319.38
San Francisco,Las Vegas,37.7558,-122.4449,36.2333,-115.2654,flight,153,8109,377.79
San Francisco,Las Vegas,37.7558,-122.4449,36.2333,-115.2654,road,196,31543,616.4
San Francisco,Las Vegas,37.7558,-122.4449,36.2333,-115.2654,rail,39,28316,1142.7
San Francisco,Baltimore,37.7558,-122.4449,39.3051,-76.6144,flight,123,13853,1350.24
San Francisco,Baltimore,37.7558,-122.4449,39.3051,-76.6144,road,154,14849,417.56
San Francisco,Baltimore,37.7558,-122.4449,39.3051,-76.6144,rail,93,19205,1173.15
San Francisco,St. Louis,37.7558,-122.4449,38.6359,-90.2451,flight,186,25900,1631.1
San Francisco,St. Louis,37.7558,-122.4449,38.6359,-90.2451,road,165,16707,903.47
San Francisco,St. Louis,37.7558,-122.4449,38.6359,-90.2451,rail,55,16216,312.55
San Francisco,Portland,37.7558,-122.4449,45.5371,-122.65,flight,207,14900,708.36
San Francisco,Portland,37.7558,-122.4449,45.5371,-122.65,road,110,33900,323.73
San Francisco,Portland,37.7558,-122.4449,45.5371,-122.65,rail,76,25449,1059.44
San Francisco,San Antonio,37.7558,-122.4449,29.4632,-98.5238,flight,142,16181,677.29
San Francisco,San Antonio,37.7558,-122.4449,29.4632,-98.5238,road,188,19926,723.9
San Francisco,San Antonio,37.7558,-122.4449,29.4632,-98.5238,rail,62,21564,619.51
San Francisco,Sacramento,37.7558,-122.4449,38.5677,-121.4685,flight,215,7409,879.24
San Francisco,Sacramento,37.7558,-122.4449,38.5677,-121.4685,road,122,17309,670.46
San Francisco,Sacramento,37.7558,-122.4449,38.5677,-121.4685,rail,88,22626,700.29
San Francisco,Austin,37.7558,-122.4449,30.3005,-97.7522,flight,243,14561,1281.27
San Francisco,Austin,37.7558,-122.4449,30.3005,-97.7522,road,171,36740,306.96
San Francisco,Austin,37.7558,-122.4449,30.3005,-97.7522,rail,79,20744,146.64
San Francisco,Orlando,37.7558,-122.4449,28.4773,-81.337,flight,272,7843,956.29
San Francisco,Orlando,37.7558,-122.4449,28.4773,-81.337,road,172,31519,136.08
San Francisco,Orlando,37.7558,-122.4449,28.4773,-81.337,rail,94,18432,118.06
San Francisco,New Jersey,37.7558,-122.4449,40.2237,-74.7641,flight,407,19175,1527.95
San Francisco,New Jersey,37.7558,-122.4449,40.2237,-74.7641,road,72,27588,153.48
San Francisco,New Jersey,37.7558,-122.4449,40.2237,-74.7641,rail,46,17179,523.19
San Francisco,San Jose,37.7558,-122.4449,37.3012,-121.848,flight,100,8143,307.58
San Francisco,San Jose,37.7558,-122.4449,37.3012,-121.848,road,109,16323,751.86
San Francisco,San Jose,37.7558,-122.4449,37.3012,-121.848,rail,80,28105,913.42
San Francisco,Pittsburgh,37.7558,-122.4449,40.4397,-79.9763,flight,169,28099,1515.52
San Francisco,Pittsburgh,37.7558,-122.4449,40.4397,-79.9763,road,95,18112,266.57
San Francisco,Pittsburgh,37.7558,-122.4449,40.4397,-79.9763,rail,47,24737,519.47
San Francisco,Indianapolis,37.7558,-122.4449,39.7771,-86.1458,flight,184,17016,1061.92
San Francisco,Indianapolis,37.7558,-122.4449,39.7771,-86.1458,road,136,17949,807.16
San Francisco,Indianapolis,37.7558,-122.4449,39.7771,-86.1458,rail,38,12467,100.04
San Francisco,Manhattan,37.7558,-122.4449,40.7834,-73.9662,flight,206,14342,1470.79
San Francisco,Manhattan,37.7558,-122.4449,40.7834,-73.9662,road,120,16049,508.9
San Francisco,Manhattan,37.7558,-122.4449,40.7834,-73.9662,rail,41,17056,1148.29
San Francisco,Cincinnati,37.7558,-122.4449,39.1413,-84.506,flight,254,15333,1097.96
San Francisco,Cincinnati,37.7558,-122.4449,39.1413,-84.506,road,199,22180,51.57
San Francisco,Cincinnati,37.7558,-122.4449,39.1413,-84.506,rail,42,25455,652.44
San Francisco,Kansas City,37.7558,-122.4449,39.1238,-94.5541,flight,281,14471,596.52
San Francisco,Kansas City,37.7558,-122.4449,39.1238,-94.5541,road,112,26108,641.88
San Francisco,Kansas City,37.7558,-122.4449,39.1238,-94.5541,rail,95,16312,902.23
San Francisco,Cleveland,37.7558,-122.4449,41.4764,-81.6805,flight,270,13873,1263.25
San Francisco,Cleveland,37.7558,-122.4449,41.4764,-81.6805,road,51,42354,111.23
San Francisco,Cleveland,37.7558,-122.4449,41.4764,-81.6805,rail,66,18551,989.22
San Francisco,Columbus,37.7558,-122.4449,39.9862,-82.9855,flight,244,10431,938.89
San Francisco,Columbus,37.7558,-122.4449,39.9862,-82.9855,road,125,25331,213.75
San Francisco,Columbus,37.7558,-122.4449,39.9862,-82.9855,rail,84,21999,664.87
San Francisco,Bronx,37.7558,-122.4449,40.8501,-73.8662,flight,229,9951,764.29
San Francisco,Bronx,37.7558,-122.4449,40.8501,-73.8662,road,142,17432,113.71
San Francisco,Bronx,37.7558,-122.4449,40.8501,-73.8662,rail,89,13027,763.66
San Francisco,Virginia Beach,37.7558,-122.4449,36.7335,-76.0435,flight,243,14409,1419.21
San Francisco,Virginia Beach,37.7558,-122.4449,36.7335,-76.0435,road,128,36624,85.13
San Francisco,Virginia Beach,37.7558,-122.4449,36.7335,-76.0435,rail,76,16048,315.66
San Francisco,Charlotte,37.7558,-122.4449,35.2083,-80.8303,flight,152,7434,258.49
San Francisco,Charlotte,37.7558,-122.4449,35.2083,-80.8303,road,139,41301,119.92
San Francisco,Charlotte,37.7558,-122.4449,35.2083,-80.8303,rail,84,27059,440.55
San Francisco,Milwaukee,37.7558,-122.4449,43.0642,-87.9675,flight,146,8399,1352.1
San Francisco,Milwaukee,37.7558,-122.4449,43.0642,-87.9675,road,54,37784,446.77
San Francisco,Milwaukee,37.7558,-122.4449,43.0642,-87.9675,rail,77,26790,275.27
San Francisco,Providence,37.7558,-122.4449,41.823,-71.4187,flight,205,12442,455.46
San Francisco,Providence,37.7558,-122.4449,41.823,-71.4187,road,81,32662,266.57
San Francisco,Providence,37.7558,-122.4449,41.823,-71.4187,rail,64,28741,208.16
San Francisco,Jacksonville,37.7558,-122.4449,30.3322,-81.6749,flight,450,24492,1759.1
San Francisco,Jacksonville,37.7558,-122.4449,30.3322,-81.6749,road,125,22273,507.04
San Francisco,Jacksonville,37.7558,-122.4449,30.3322,-81.6749,rail,32,27955,55.3
San Francisco,Nashville,37.7558,-122.4449,36.1715,-86.7842,flight,255,15853,710.23
San Francisco,Nashville,37.7558,-122.4449,36.1715,-86.7842,road,163,27779,682.89
San Francisco,Nashville,37.7558,-122.4449,36.1715,-86.7842,rail,51,11423,523.19
San Francisco,Salt Lake City,37.7558,-122.4449,40.7776,-111.9311,flight,256,9251,1160.1
San Francisco,Salt Lake City,37.7558,-122.4449,40.7776,-111.9311,road,70,41561,347.35
San Francisco,Salt Lake City,37.7558,-122.4449,40.7776,-111.9311,rail,47,22604,952.56
San Francisco,Raleigh,37.7558,-122.4449,35.8324,-78.6429,flight,188,17383,969.96
San Francisco,Raleigh,37.7558,-122.4449,35.8324,-78.6429,road,79,20702,536.86
San Francisco,Raleigh,37.7558,-122.4449,35.8324,-78.6429,rail,43,24382,658.03
San Francisco,Richmond,37.7558,-122.4449,37.5295,-77.4756,flight,293,7708,1494.4
San Francisco,Richmond,37.7558,-122.4449,37.5295,-77.4756,road,167,36206,54.06
San Francisco,Richmond,37.7558,-122.4449,37.5295,-77.4756,rail,97,16525,1150.78
San Francisco,Memphis,37.7558,-122.4449,35.1087,-89.9663,flight,288,16325,791.01
San Francisco,Memphis,37.7558,-122.4449,35.1087,-89.9663,road,71,19192,294.53
San Francisco,Memphis,37.7558,-122.4449,35.1087,-89.9663,rail,48,19579,563.58
San Francisco,Oklahoma City,37.7558,-122.4449,35.4676,-97.5136,flight,253,23785,1663.41
San Francisco,Oklahoma City,37.7558,-122.4449,35.4676,-97.5136,road,86,21020,300.12
San Francisco,Oklahoma City,37.7558,-122.4449,35.4676,-97.5136,rail,81,13652,923.98
San Francisco,Hartford,37.7558,-122.4449,41.7661,-72.6834,flight,144,9696,484.67
San Francisco,Hartford,37.7558,-122.4449,41.7661,-72.6834,road,100,29613,252.9
San Francisco,Hartford,37.7558,-122.4449,41.7661,-72.6834,rail,94,23192,213.75
San Francisco,Louisville,37.7558,-122.4449,38.1663,-85.6485,flight,133,12748,340.51
San Francisco,Louisville,37.7558,-122.4449,38.1663,-85.6485,road,166,31942,292.04
San Francisco,Louisville,37.7558,-122.4449,38.1663,-85.6485,rail,62,25663,556.75
San Francisco,Buffalo,37.7558,-122.4449,42.9018,-78.8487,flight,294,11980,765.53
San Francisco,Buffalo,37.7558,-122.4449,42.9018,-78.8487,road,151,19521,397.06
San Francisco,Buffalo,37.7558,-122.4449,42.9018,-78.8487,rail,69,11382,983.63
San Francisco,New Orleans,37.7558,-122.4449,30.0687,-89.9288,flight,243,9200,359.77
San Francisco,New Orleans,37.7558,-122.4449,30.0687,-89.9288,road,182,38936,907.82
San Francisco,New Orleans,37.7558,-122.4449,30.0687,-89.9288,rail,83,27627,543.08
San Francisco,Fort Worth,37.7558,-122.4449,32.7817,-97.3474,flight,270,11124,436.2
San Francisco,Fort Worth,37.7558,-122.4449,32.7817,-97.3474,road,66,41292,518.22
San Francisco,Fort Worth,37.7558,-122.4449,32.7817,-97.3474,rail,84,19001,794.11
San Francisco,Bridgeport,37.7558,-122.4449,41.1918,-73.1954,flight,339,32008,1721.82
San Francisco,Bridgeport,37.7558,-122.4449,41.1918,-73.1954,road,114,37786,79.54
San Francisco,Bridgeport,37.7558,-122.4449,41.1918,-73.1954,rail,92,21288,642.5
San Francisco,Tucson,37.7558,-122.4449,32.1541,-110.8787,flight,201,10327,318.14
San Francisco,Tucson,37.7558,-122.4449,32.1541,-110.8787,road,178,43066,229.29
San Francisco,Tucson,37.7558,-122.4449,32.1541,-110.8787,rail,62,11416,1174.39
San Francisco,El Paso,37.7558,-122.4449,31.8476,-106.43,flight,253,7529,465.41
San Francisco,El Paso,37.7558,-122.4449,31.8476,-106.43,road,107,34928,746.89
San Francisco,El Paso,37.7558,-122.4449,31.8476,-106.43,rail,72,24944,313.17
San Francisco,Omaha,37.7558,-122.4449,41.2627,-96.0529,flight,190,21410,1510.55
San Francisco,Omaha,37.7558,-122.4449,41.2627,-96.0529,road,87,28538,688.48
San Francisco,Omaha,37.7558,-122.4449,41.2627,-96.0529,rail,50,21034,1097.96
San Francisco,McAllen,37.7558,-122.4449,26.2252,-98.2467,flight,191,14119,1355.21
San Francisco,McAllen,37.7558,-122.4449,26.2252,-98.2467,road,99,41152,181.44
San Francisco,McAllen,37.7558,-122.4449,26.2252,-98.2467,rail,88,20921,227.42
San Francisco,Birmingham,37.7558,-122.4449,33.5279,-86.7971,flight,264,16842,434.34
San Francisco,Birmingham,37.7558,-122.4449,33.5279,-86.7971,road,85,26523,814.62
San Francisco,Birmingham,37.7558,-122.4449,33.5279,-86.7971,rail,81,25452,321.87
San Francisco,Albuquerque,37.7558,-122.4449,35.1054,-106.6465,flight,285,17841,737.57
San Francisco,Albuquerque,37.7558,-122.4449,35.1054,-106.6465,road,60,28503,316.9
San Francisco,Albuquerque,37.7558,-122.4449,35.1054,-106.6465,rail,82,18018,1176.88
San Francisco,Tulsa,37.7558,-122.4449,36.1283,-95.9042,flight,129,17110,884.21
San Francisco,Tulsa,37.7558,-122.4449,36.1283,-95.9042,road,171,30769,125.52
San Francisco,Tulsa,37.7558,-122.4449,36.1283,-95.9042,rail,97,24999,1043.9
San Francisco,Fresno,37.7558,-122.4449,36.783,-119.7939,flight,410,33500,1612.46
San Francisco,Fresno,37.7558,-122.4449,36.783,-119.7939,road,179,38303,33.55
San Francisco,Fresno,37.7558,-122.4449,36.783,-119.7939,rail,54,14982,225.56
San Francisco,Charleston,37.7558,-122.4449,32.8168,-79.9687,flight,437,25120,1815.65
San Francisco,Charleston,37.7558,-122.4449,32.8168,-79.9687,road,116,35563,473.48
San Francisco,Charleston,37.7558,-122.4449,32.8168,-79.9687,rail,32,24743,563.58
San Francisco,Rochester,37.7558,-122.4449,43.168,-77.6162,flight,218,9404,585.95
San Francisco,Rochester,37.7558,-122.4449,43.168,-77.6162,road,198,28442,55.3
San Francisco,Rochester,37.7558,-122.4449,43.168,-77.6162,rail,89,20784,956.29
San Francisco,Dayton,37.7558,-122.4449,39.7805,-84.2003,flight,122,12852,677.29
San Francisco,Dayton,37.7558,-122.4449,39.7805,-84.2003,road,89,21516,524.44
San Francisco,Dayton,37.7558,-122.4449,39.7805,-84.2003,rail,31,26947,650.58
San Francisco,Cape Coral,37.7558,-122.4449,26.6443,-81.9957,flight,271,11239,497.72
San Francisco,Cape Coral,37.7558,-122.4449,26.6443,-81.9957,road,112,18988,779.2
San Francisco,Cape Coral,37.7558,-122.4449,26.6443,-81.9957,rail,52,16488,448.63
San Francisco,Mission Viejo,37.7558,-122.4449,33.6096,-117.6551,flight,262,16657,1362.05
San Francisco,Mission Viejo,37.7558,-122.4449,33.6096,-117.6551,road,96,32661,736.32
San Francisco,Mission Viejo,37.7558,-122.4449,33.6096,-117.6551,rail,43,18783,498.96
San Francisco,Colorado Springs,37.7558,-122.4449,38.8674,-104.7605,flight,465,32835,1818.13
San Francisco,Colorado Springs,37.7558,-122.4449,38.8674,-104.7605,road,74,39219,917.76
San Francisco,Colorado Springs,37.7558,-122.4449,38.8674,-104.7605,rail,61,20850,641.25
San Francisco,Baton Rouge,37.7558,-122.4449,30.442,-91.1311,flight,154,14864,342.38
San Francisco,Baton Rouge,37.7558,-122.4449,30.442,-91.1311,road,191,18374,90.1
San Francisco,Baton Rouge,37.7558,-122.4449,30.442,-91.1311,rail,65,18261,1162.59
San Francisco,Allentown,37.7558,-122.4449,40.5961,-75.4756,flight,221,13710,969.34
San Francisco,Allentown,37.7558,-122.4449,40.5961,-75.4756,road,122,34077,274.65
San Francisco,Allentown,37.7558,-122.4449,40.5961,-75.4756,rail,100,26561,736.32
San Francisco,Ogden,37.7558,-122.4449,41.2279,-111.9682,flight,132,17639,733.22
San Francisco,Ogden,37.7558,-122.4449,41.2279,-111.9682,road,187,35276,259.73
San Francisco,Ogden,37.7558,-122.4449,41.2279,-111.9682,rail,100,19414,215.62
San Francisco,Provo,37.7558,-122.4449,40.2457,-111.6457,flight,395,34667,1808.19
San Francisco,Provo,37.7558,-122.4449,40.2457,-111.6457,road,174,21241,315.04
San Francisco,Provo,37.7558,-122.4449,40.2457,-111.6457,rail,37,21747,710.85
San Francisco,Knoxville,37.7558,-122.4449,35.9692,-83.9496,flight,117,13014,1282.51
San Francisco,Knoxville,37.7558,-122.4449,35.9692,-83.9496,road,96,36186,247.93
San Francisco,Knoxville,37.7558,-122.4449,35.9692,-83.9496,rail,80,13006,793.49
San Francisco,Grand Rapids,37.7558,-122.4449,42.9619,-85.6562,flight,139,14266,190.14
San Francisco,Grand Rapids,37.7558,-122.4449,42.9619,-85.6562,road,50,35209,534.38
San Francisco,Grand Rapids,37.7558,-122.4449,42.9619,-85.6562,rail,63,26283,980.52
San Francisco,Columbia,37.7558,-122.4449,34.0378,-80.9036,flight,194,30387,1683.29
San Francisco,Columbia,37.7558,-122.4449,34.0378,-80.9036,road,68,18947,456.71
San Francisco,Columbia,37.7558,-122.4449,34.0378,-80.9036,rail,97,23772,1091.13
San Francisco,Albany,37.7558,-122.4449,42.6664,-73.7987,flight,123,14790,1239.01
San Francisco,Albany,37.7558,-122.4449,42.6664,-73.7987,road,180,28644,177.71
San Francisco,Albany,37.7558,-122.4449,42.6664,-73.7987,rail,55,28480,641.88
San Francisco,Bakersfield,37.7558,-122.4449,35.3529,-119.0359,flight,245,12565,337.4
San Francisco,Bakersfield,37.7558,-122.4449,35.3529,-119.0359,road,149,18696,308.82
San Francisco,Bakersfield,37.7558,-122.4449,35.3529,-119.0359,rail,49,28282,378.41
San Francisco,New Haven,37.7558,-122.4449,41.3113,-72.9246,flight,370,24303,1520.49
San Francisco,New Haven,37.7558,-122.4449,41.3113,-72.9246,road,102,33256,45.98
San Francisco,New Haven,37.7558,-122.4449,41.3113,-72.9246,rail,63,28223,607.08
San Francisco,Des Moines,37.7558,-122.4449,41.5725,-93.6105,flight,234,16765,370.34
San Francisco,Des Moines,37.7558,-122.4449,41.5725,-93.6105,road,200,19615,822.07
San Francisco,Des Moines,37.7558,-122.4449,41.5725,-93.6105,rail,66,15099,596.52
San Francisco,Akron,37.7558,-122.4449,41.0798,-81.5219,flight,104,8159,1126.55
San Francisco,Akron,37.7558,-122.4449,41.0798,-81.5219,road,93,21282,127.38
San Francisco,Akron,37.7558,-122.4449,41.0798,-81.5219,rail,63,17897,772.99
San Francisco,Palm Bay,37.7558,-122.4449,27.9631,-80.6593,flight,193,13759,984.87
San Francisco,Palm Bay,37.7558,-122.4449,27.9631,-80.6593,road,104,41247,166.53
San Francisco,Palm Bay,37.7558,-122.4449,27.9631,-80.6593,rail,31,26450,113.71
San Francisco,Concord,37.7558,-122.4449,37.9722,-122.0016,flight,213,17990,610.19
San Francisco,Concord,37.7558,-122.4449,37.9722,-122.0016,road,69,17827,228.04
San Francisco,Concord,37.7558,-122.4449,37.9722,-122.0016,rail,34,14113,713.96
San Francisco,Wichita,37.7558,-122.4449,37.6895,-97.3443,flight,225,9106,1464.57
San Francisco,Wichita,37.7558,-122.4449,37.6895,-97.3443,road,133,31572,101.9
San Francisco,Wichita,37.7558,-122.4449,37.6895,-97.3443,rail,53,12152,413.21
San Francisco,Mesa,37.7558,-122.4449,33.4015,-111.7178,flight,462,24898,1745.43
San Francisco,Mesa,37.7558,-122.4449,33.4015,-111.7178,road,160,25529,124.9
San Francisco,Mesa,37.7558,-122.4449,33.4015,-111.7178,rail,78,17736,302.61
San Francisco,Harrisburg,37.7558,-122.4449,40.2752,-76.8843,flight,162,16527,300.74
San Francisco,Harrisburg,37.7558,-122.4449,40.2752,-76.8843,road,102,34524,736.95
San Francisco,Harrisburg,37.7558,-122.4449,40.2752,-76.8843,rail,52,27206,313.79
San Francisco,Staten Island,37.7558,-122.4449,40.5834,-74.1496,flight,273,15954,213.75
