from_city,to_city,start_lat,start_lng,end_lat,end_lng,mode,cost,time,distance,route_id,intermediate_stops,carbon_emissions,line_color,line_thickness,normalized_cost,normalized_time,normalized_distance
Atlanta,Knoxville,33.7628,-84.422,35.9692,-83.9496,road,117,26419,99.42,2216,1,24.855,gray,1.1700000000000002,0.234,0.6116358753530583,0.05335150711836393
Atlanta,Knoxville,33.7628,-84.422,35.9692,-83.9496,rail,77,23638,59.65,2217,2,2.9825,blue,0.77,0.154,0.5472519331388619,0.032009831015996866
Atlanta,Grand Rapids,33.7628,-84.422,42.9619,-85.6562,flight,229,30213,1576.42,2218,0,189.1704,green,2.29,0.458,0.6994721489095708,0.8459503404901556
Atlanta,Grand Rapids,33.7628,-84.422,42.9619,-85.6562,road,98,15519,705.88,2219,2,176.47,gray,0.98,0.196,0.3592860119461036,0.3787946272853624
Atlanta,Grand Rapids,33.7628,-84.422,42.9619,-85.6562,rail,88,19699,1137.11,2220,3,56.8555,blue,0.8799999999999999,0.176,0.45605871185812846,0.6102045087443453
Atlanta,Columbia,33.7628,-84.422,34.0378,-80.9036,flight,287,10197,1135.24,2221,0,136.2288,green,2.8699999999999997,0.574,0.23607445478538686,0.6092010152992503
Atlanta,Columbia,33.7628,-84.422,34.0378,-80.9036,road,86,18165,859.98,2222,1,214.995,gray,0.8599999999999999,0.172,0.42054452007223225,0.46148892669131575
Atlanta,Columbia,33.7628,-84.422,34.0378,-80.9036,rail,44,24457,1107.28,2223,2,55.364000000000004,blue,0.43999999999999995,0.088,0.5662128999398065,0.594196910098793
Atlanta,Albany,33.7628,-84.422,42.6664,-73.7987,flight,219,7409,692.21,2224,0,83.0652,green,2.19,0.438,0.17152845302588324,0.37145892921346507
Atlanta,Albany,33.7628,-84.422,42.6664,-73.7987,road,198,17345,467.27,2225,4,116.8175,gray,1.98,0.396,0.40156040190767234,0.25074993694626746
Atlanta,Albany,33.7628,-84.422,42.6664,-73.7987,rail,77,12343,862.46,2226,3,43.123000000000005,blue,0.77,0.154,0.285757281103857,0.4628197629179658
Atlanta,Bakersfield,33.7628,-84.422,35.3529,-119.0359,flight,130,17796,708.36,2227,0,85.00319999999999,green,1.3,0.26,0.4120016668981803,0.38012546351201243
Atlanta,Bakersfield,33.7628,-84.422,35.3529,-119.0359,road,62,39080,289.56,2228,5,72.39,gray,0.62,0.124,0.9047552900865861,0.1553858620116019
Atlanta,Bakersfield,33.7628,-84.422,35.3529,-119.0359,rail,46,28202,328.08,2229,5,16.404,blue,0.45999999999999996,0.092,0.6529147566791684,0.17605675372553647
Atlanta,New Haven,33.7628,-84.422,41.3113,-72.9246,flight,191,26789,1710.63,2230,0,205.2756,green,1.9100000000000001,0.382,0.6202018798907256,0.9179711187073717
Atlanta,New Haven,33.7628,-84.422,41.3113,-72.9246,road,80,25422,590.92,2231,2,147.73,gray,0.8,0.16,0.5885539658285873,0.31710392865000614
Atlanta,New Haven,33.7628,-84.422,41.3113,-72.9246,rail,38,15838,303.23,2232,4,15.161500000000002,blue,0.38,0.076,0.3666712969393897,0.16272156008349925
Atlanta,Des Moines,33.7628,-84.422,41.5725,-93.6105,flight,401,25828,1677.08,2233,0,201.2496,green,4.01,0.802,0.597953419456406,0.8999672657218445
Atlanta,Des Moines,33.7628,-84.422,41.5725,-93.6105,road,137,21020,521.95,2234,2,130.4875,gray,1.37,0.274,0.4866416631939621,0.2800927292338569
Atlanta,Des Moines,33.7628,-84.422,41.5725,-93.6105,rail,43,18045,421.29,2235,3,21.064500000000002,blue,0.42999999999999994,0.086,0.4177663564383942,0.22607580400216798
Atlanta,Akron,33.7628,-84.422,41.0798,-81.5219,flight,148,15587,403.27,2236,0,48.392399999999995,green,1.48,0.296,0.3608603046719452,0.21640577625852567
Atlanta,Akron,33.7628,-84.422,41.0798,-81.5219,road,123,23327,847.55,2237,1,211.8875,gray,1.23,0.246,0.5400518590544983,0.45481864673274336
Atlanta,Akron,33.7628,-84.422,41.0798,-81.5219,rail,71,20492,690.34,2238,4,34.517,blue,0.71,0.142,0.4744177432050748,0.3704554357683701
Atlanta,Palm Bay,33.7628,-84.422,27.9631,-80.6593,flight,487,35603,1722.44,2239,0,206.6928,green,4.87,0.974,0.824257998796129,0.9243086896092816
Atlanta,Palm Bay,33.7628,-84.422,27.9631,-80.6593,road,89,19321,513.87,2240,1,128.4675,gray,0.8899999999999999,0.178,0.44730749641153866,0.2757567789470295
Atlanta,Palm Bay,33.7628,-84.422,27.9631,-80.6593,rail,96,19492,1136.49,2241,1,56.8245,blue,0.96,0.192,0.45126637958975785,0.6098717996876828
Atlanta,Concord,33.7628,-84.422,37.9722,-122.0016,flight,396,21234,1616.81,2242,0,194.01719999999997,green,3.96,0.792,0.49159605500764,0.8676247256491851
Atlanta,Concord,33.7628,-84.422,37.9722,-122.0016,road,114,17977,868.68,2243,2,217.17,gray,1.1400000000000001,0.228,0.4161920637125527,0.4661575860348056
Atlanta,Concord,33.7628,-84.422,37.9722,-122.0016,rail,59,14362,109.36,2244,1,5.468,blue,0.59,0.118,0.33249988424318194,0.05868558457517883
Atlanta,Wichita,33.7628,-84.422,37.6895,-97.3443,flight,297,10261,308.2,2245,0,36.983999999999995,green,2.9699999999999998,0.594,0.23755614205676714,0.16538859881190668
Atlanta,Wichita,33.7628,-84.422,37.6895,-97.3443,road,139,29890,905.34,2246,1,226.335,gray,1.3900000000000001,0.278,0.6919942584618234,0.4858303505787528
Atlanta,Wichita,33.7628,-84.422,37.6895,-97.3443,rail,99,16582,487.78,2247,5,24.389,blue,0.99,0.198,0.38389591146918556,0.2617561671916672
Atlanta,Mesa,33.7628,-84.422,33.4015,-111.7178,flight,160,10273,1222.24,2248,0,146.6688,green,1.6,0.32,0.23783395842015095,0.6558876087341494
Atlanta,Mesa,33.7628,-84.422,33.4015,-111.7178,road,200,22764,379.04,2249,1,94.76,gray,2.0,0.4,0.5270176413390749,0.20340329167315094
Atlanta,Mesa,33.7628,-84.422,33.4015,-111.7178,rail,63,15169,91.96,2250,5,4.598,blue,0.63,0.126,0.3511830346807427,0.049348265888199024
Atlanta,Harrisburg,33.7628,-84.422,40.2752,-76.8843,flight,207,11158,1227.21,2251,0,147.2652,green,2.07,0.414,0.25832291521970646,0.6585546474625569
Atlanta,Harrisburg,33.7628,-84.422,40.2752,-76.8843,road,77,33560,586.57,2252,2,146.6425,gray,0.77,0.154,0.7769597629300365,0.31476959897826123
Atlanta,Harrisburg,33.7628,-84.422,40.2752,-76.8843,rail,95,16361,44.12,2253,5,2.206,blue,0.95,0.19,0.37877946011020047,0.023676005774112014
Atlanta,Staten Island,33.7628,-84.422,40.5834,-74.1496,flight,285,8203,853.14,2254,0,102.37679999999999,green,2.8499999999999996,0.57,0.18991063573644487,0.45781839451781337
Atlanta,Staten Island,33.7628,-84.422,40.5834,-74.1496,road,189,19908,335.54,2255,4,83.885,gray,1.8900000000000001,0.378,0.4608973468537297,0.1800599949557014
Atlanta,Staten Island,33.7628,-84.422,40.5834,-74.1496,rail,60,25494,338.03,2256,2,16.9015,blue,0.6,0.12,0.5902208640088902,0.18139619745745883
Atlanta,Toledo,33.7628,-84.422,41.6638,-83.5827,flight,355,30657,1619.91,2257,0,194.38920000000002,green,3.55,0.71,0.7097513543547715,0.8692882709324977
Atlanta,Toledo,33.7628,-84.422,41.6638,-83.5827,road,140,21255,590.92,2258,3,147.73,gray,1.4000000000000001,0.28,0.49208223364356163,0.31710392865000614
Atlanta,Toledo,33.7628,-84.422,41.6638,-83.5827,rail,58,21820,920.25,2259,5,46.0125,blue,0.5800000000000001,0.116,0.5051627540862157,0.4938314667639751
Atlanta,Worcester,33.7628,-84.422,42.2705,-71.8079,flight,218,16116,581.6,2260,0,69.792,green,2.18,0.436,0.3731073760244478,0.3121025602498538
Atlanta,Worcester,33.7628,-84.422,42.2705,-71.8079,road,105,15763,326.84,2261,3,81.71,gray,1.05,0.21,0.36493494466824095,0.17539133561221149
Atlanta,Worcester,33.7628,-84.422,42.2705,-71.8079,rail,46,13304,520.09,2262,2,26.004500000000004,blue,0.45999999999999996,0.092,0.3080057415381766,0.27909460206386943
Atlanta,Long Beach,33.7628,-84.422,33.7977,-118.167,flight,249,10582,801.57,2263,0,96.1884,green,2.49,0.498,0.2449877297772839,0.43014451378864393
Atlanta,Long Beach,33.7628,-84.422,33.7977,-118.167,road,192,31703,290.8,2264,3,72.7,gray,1.92,0.384,0.7339676806963931,0.1560512801249269
Atlanta,Long Beach,33.7628,-84.422,33.7977,-118.167,rail,48,17509,1184.95,2265,3,59.2475,blue,0.48,0.096,0.40535722554058434,0.6358767688584324
Atlanta,Port St. Lucie,33.7628,-84.422,27.2796,-80.3884,flight,220,35044,1694.48,2266,0,203.33759999999998,green,2.2,0.44,0.8113163865351669,0.9093045844088243
Atlanta,Port St. Lucie,33.7628,-84.422,27.2796,-80.3884,road,97,42752,77.05,2267,1,19.2625,gray,0.97,0.194,0.9897670972820299,0.04134714970297667
Atlanta,Port St. Lucie,33.7628,-84.422,27.2796,-80.3884,rail,66,17892,1019.05,2268,4,50.9525,blue,0.66,0.132,0.4142241978052507,0.5468502648256766
Atlanta,Little Rock,33.7628,-84.422,34.7256,-92.3577,flight,479,35032,1558.4,2269,0,187.008,green,4.79,0.958,0.8110385701717832,0.8362803127465133
Atlanta,Little Rock,33.7628,-84.422,34.7256,-92.3577,road,133,34757,147.26,2270,1,36.815,gray,1.33,0.266,0.804671945177571,0.07902376723245093
Atlanta,Little Rock,33.7628,-84.422,34.7256,-92.3577,rail,80,14533,535.62,2271,4,26.781000000000002,blue,0.8,0.16,0.33645876742140113,0.28742842730575424
Atlanta,Reno,33.7628,-84.422,39.5497,-119.8483,flight,412,22237,1665.27,2272,0,199.83239999999998,green,4.12,0.824,0.5148168727138028,0.8936296948199346
Atlanta,Reno,33.7628,-84.422,39.5497,-119.8483,road,163,20553,84.51,2273,5,21.1275,gray,1.6300000000000001,0.326,0.4758299763856091,0.04535039093314158
Atlanta,Reno,33.7628,-84.422,39.5497,-119.8483,rail,51,27586,942.0,2274,2,47.1,blue,0.51,0.102,0.6386535166921332,0.5055031151226999
Atlanta,Spokane,33.7628,-84.422,47.6671,-117.433,flight,240,17683,1291.21,2275,0,154.9452,green,2.4,0.48,0.4093855628096495,0.6928988081502987
Atlanta,Spokane,33.7628,-84.422,47.6671,-117.433,road,66,14637,729.49,2276,5,182.3725,gray,0.66,0.132,0.3388665092373941,0.3914644028140747
Atlanta,Spokane,33.7628,-84.422,47.6671,-117.433,rail,44,20990,118.68,2277,5,5.934000000000001,blue,0.43999999999999995,0.088,0.48594712228550263,0.06368695297533124
Atlanta,Madison,33.7628,-84.422,43.0822,-89.393,flight,192,13465,1148.29,2278,0,137.79479999999998,green,1.92,0.384,0.31173311108024265,0.6162040043144852
Atlanta,Madison,33.7628,-84.422,43.0822,-89.393,road,79,32828,453.6,2279,4,113.4,gray,0.79,0.158,0.7600129647636246,0.24341423887437014
Atlanta,Madison,33.7628,-84.422,43.0822,-89.393,rail,62,27246,275.27,2280,2,13.7635,blue,0.62,0.124,0.6307820530629255,0.14771745488304203
Atlanta,Boise,33.7628,-84.422,43.6005,-116.2308,flight,111,17054,556.75,2281,0,66.81,green,1.11,0.222,0.3948233550956151,0.2987673666078165
Atlanta,Boise,33.7628,-84.422,43.6005,-116.2308,road,51,37070,256.0,2282,5,64.0,gray,0.51,0.102,0.858221049219799,0.13737664275096728
Atlanta,Boise,33.7628,-84.422,43.6005,-116.2308,rail,40,16073,747.51,2283,4,37.3755,blue,0.4,0.08,0.3721118673889892,0.40113443055771697
Atlanta,Bonita Springs,33.7628,-84.422,26.3558,-81.7859,flight,112,7541,391.46,2284,0,46.975199999999994,green,1.12,0.224,0.17458443302310506,0.2100682053566158
Atlanta,Bonita Springs,33.7628,-84.422,26.3558,-81.7859,road,179,31872,906.58,2285,4,226.645,gray,1.79,0.358,0.7378802611473816,0.4864957686920778
Atlanta,Bonita Springs,33.7628,-84.422,26.3558,-81.7859,rail,74,24073,55.3,2286,3,2.765,blue,0.74,0.148,0.5573227763115247,0.02967550134425191
Atlanta,Denton,33.7628,-84.422,33.2175,-97.1418,flight,210,12778,986.12,2287,0,118.3344,green,2.1,0.42,0.2958281242765199,0.5291791208968118
Atlanta,Denton,33.7628,-84.422,33.2175,-97.1418,road,91,21151,618.89,2288,3,154.7225,gray,0.9099999999999999,0.182,0.48967449182756867,0.33211340012557083
Atlanta,Denton,33.7628,-84.422,33.2175,-97.1418,rail,32,11148,168.39,2289,4,8.4195,blue,0.32,0.064,0.25809140158355326,0.09036270653451318
Atlanta,Oakland,33.7628,-84.422,37.7904,-122.2166,flight,207,14535,1454.63,2290,0,174.5556,green,2.07,0.414,0.33650507014863174,0.7805944759564044
Atlanta,Oakland,33.7628,-84.422,37.7904,-122.2166,road,52,19037,479.7,2291,5,119.925,gray,0.52,0.104,0.4407325091447886,0.25742021690483985
Atlanta,Oakland,33.7628,-84.422,37.7904,-122.2166,rail,69,23020,1129.03,2292,2,56.4515,blue,0.6900000000000001,0.138,0.532944390424596,0.6058685584575179
Washington,Boston,38.9047,-77.0163,42.3188,-71.0852,flight,106,16437,554.26,2293,0,66.5112,green,1.06,0.212,0.3805389637449646,0.2974311641060591
Washington,Boston,38.9047,-77.0163,42.3188,-71.0852,road,119,21801,751.24,2294,5,187.81,gray,1.19,0.238,0.5047228781775247,0.40313605117279944
Washington,Boston,38.9047,-77.0163,42.3188,-71.0852,rail,64,26034,961.88,2295,1,48.094,blue,0.64,0.128,0.6027226003611613,0.5161712700363297
Washington,Phoenix,38.9047,-77.0163,33.5722,-112.0892,flight,174,10437,1020.91,2296,0,122.50919999999999,green,1.7399999999999998,0.348,0.24163078205306293,0.547848391995664
Washington,Phoenix,38.9047,-77.0163,33.5722,-112.0892,road,161,39774,792.87,2297,4,198.2175,gray,1.61,0.322,0.9208223364356161,0.425475854445154
Washington,Phoenix,38.9047,-77.0163,33.5722,-112.0892,rail,100,11518,550.53,2298,4,27.5265,blue,1.0,0.2,0.2666574061212205,0.2954295434909766
Washington,Detroit,38.9047,-77.0163,42.3834,-83.1024,flight,260,15950,393.33,2299,0,47.1996,green,2.6,0.52,0.3692642496643052,0.21107169880171076
Washington,Detroit,38.9047,-77.0163,42.3834,-83.1024,road,126,14458,445.52,2300,3,111.38,gray,1.26,0.252,0.33472241515025236,0.2390782885875427
Washington,Detroit,38.9047,-77.0163,42.3834,-83.1024,rail,83,23783,805.92,2301,2,40.296,blue,0.8300000000000001,0.166,0.5506088808630828,0.43247884346038884
Washington,Seattle,38.9047,-77.0163,47.6211,-122.3244,flight,209,14009,472.24,2302,0,56.6688,green,2.09,0.418,0.32432745288697507,0.2534169756746749
Washington,Seattle,38.9047,-77.0163,47.6211,-122.3244,road,176,34064,787.9,2303,5,196.975,gray,1.7599999999999998,0.352,0.7886280501921563,0.4228088157167465
Washington,Seattle,38.9047,-77.0163,47.6211,-122.3244,rail,89,25038,482.18,2304,3,24.109,blue,0.8899999999999999,0.178,0.5796638422003056,0.2587510531314898
Washington,San Francisco,38.9047,-77.0163,37.7558,-122.4449,flight,132,7867,498.34,2305,0,59.800799999999995,green,1.32,0.264,0.18213177756169838,0.26742295370514463
Washington,San Francisco,38.9047,-77.0163,37.7558,-122.4449,road,85,25011,653.68,2306,5,163.42,gray,0.8500000000000001,0.17,0.579038755382692,0.35078267122442297
Washington,San Francisco,38.9047,-77.0163,37.7558,-122.4449,rail,78,21907,1182.47,2307,5,59.12350000000001,blue,0.78,0.156,0.5071769227207482,0.6345459326317823
Washington,San Diego,38.9047,-77.0163,32.8313,-117.1222,flight,265,11311,291.42,2308,0,34.9704,green,2.6500000000000004,0.53,0.2618650738528499,0.15638398918158938
Washington,San Diego,38.9047,-77.0163,32.8313,-117.1222,road,146,26925,157.83,2309,4,39.4575,gray,1.46,0.292,0.6233504653424087,0.0846959200210358
Washington,San Diego,38.9047,-77.0163,32.8313,-117.1222,rail,67,18357,63.38,2310,3,3.1690000000000005,blue,0.67,0.134,0.4249895818863731,0.03401145163107932
Washington,Minneapolis,38.9047,-77.0163,44.9635,-93.2678,flight,318,32574,1829.94,2311,0,219.5928,green,3.18,0.636,0.7541325184053341,0.9819961470144729
Washington,Minneapolis,38.9047,-77.0163,44.9635,-93.2678,road,88,21965,77.67,2312,1,19.4175,gray,0.8799999999999999,0.176,0.5085197018104366,0.04167985875963917
Washington,Minneapolis,38.9047,-77.0163,44.9635,-93.2678,rail,88,18724,479.08,2313,2,23.954,blue,0.8799999999999999,0.176,0.43348613233319444,0.25708750784817735
Washington,Tampa,38.9047,-77.0163,27.9945,-82.4447,flight,101,16956,229.29,2314,0,27.514799999999997,green,1.01,0.202,0.3925545214613141,0.12304332193894252
Washington,Tampa,38.9047,-77.0163,27.9945,-82.4447,road,155,20843,524.44,2315,4,131.11,gray,1.55,0.31,0.482543871834051,0.2814289317356144
Washington,Tampa,38.9047,-77.0163,27.9945,-82.4447,rail,87,13260,489.02,2316,5,24.451,blue,0.8699999999999999,0.174,0.30698708153910265,0.2624215853049922
Washington,Brooklyn,38.9047,-77.0163,40.6501,-73.9496,flight,261,16912,1078.08,2317,0,129.3696,green,2.6100000000000003,0.522,0.3915358614622401,0.5785273867850109
Washington,Brooklyn,38.9047,-77.0163,40.6501,-73.9496,road,98,20101,466.65,2318,2,116.6625,gray,0.98,0.196,0.4653655600314859,0.25041722788960497
Washington,Brooklyn,38.9047,-77.0163,40.6501,-73.9496,rail,32,23106,537.49,2319,2,26.8745,blue,0.32,0.064,0.5349354076955133,0.2884319207508492
Washington,Denver,38.9047,-77.0163,39.762,-104.8758,flight,170,7741,1242.74,2320,0,149.12879999999998,green,1.7000000000000002,0.34,0.17921470574616846,0.6668884727044416
Washington,Denver,38.9047,-77.0163,39.762,-104.8758,road,68,34689,638.15,2321,1,159.5375,gray,0.68,0.136,0.8030976524517294,0.3424488459825381
Washington,Denver,38.9047,-77.0163,39.762,-104.8758,rail,40,22974,645.6,2322,3,32.28,blue,0.4,0.08,0.5318794276982914,0.3464467209375956
Washington,Queens,38.9047,-77.0163,40.7498,-73.7976,flight,412,18291,1685.16,2323,0,202.2192,green,4.12,0.824,0.42346159188776217,0.9043032160086719
Washington,Queens,38.9047,-77.0163,40.7498,-73.7976,road,58,41374,838.85,2324,3,209.7125,gray,0.5800000000000001,0.116,0.9578645182201232,0.4501499873892535
Washington,Queens,38.9047,-77.0163,40.7498,-73.7976,rail,61,28341,905.96,2325,2,45.298,blue,0.61,0.122,0.6561327962216975,0.4861630596354153
Washington,Riverside,38.9047,-77.0163,33.9381,-117.3949,flight,238,17365,740.67,2326,0,88.8804,green,2.38,0.476,0.4020234291799787,0.39746389838421453
Washington,Riverside,38.9047,-77.0163,33.9381,-117.3949,road,194,16964,223.07,2327,2,55.7675,gray,1.94,0.388,0.3927397323702366,0.11970549882210262
Washington,Riverside,38.9047,-77.0163,33.9381,-117.3949,rail,96,25276,1113.5,2328,4,55.675000000000004,blue,0.96,0.192,0.585173866740751,0.597534733215633
Washington,Las Vegas,38.9047,-77.0163,36.2333,-115.2654,flight,464,34685,1577.04,2329,0,189.2448,green,4.640000000000001,0.928,0.8030050469972682,0.846283049546818
Washington,Las Vegas,38.9047,-77.0163,36.2333,-115.2654,road,111,17693,639.39,2330,5,159.8475,gray,1.11,0.222,0.40961707644580264,0.34311426409586315
Washington,Las Vegas,38.9047,-77.0163,36.2333,-115.2654,rail,79,28069,1174.39,2331,4,58.71950000000001,blue,0.79,0.158,0.6498356253183313,0.630209982344955
Washington,Baltimore,38.9047,-77.0163,39.3051,-76.6144,flight,183,10338,420.67,2332,0,50.4804,green,1.83,0.366,0.23933879705514655,0.22574309494550548
Washington,Baltimore,38.9047,-77.0163,39.3051,-76.6144,road,79,15421,167.77,2333,3,41.9425,gray,0.79,0.158,0.3570171783118026,0.0900299974778507
Washington,Baltimore,38.9047,-77.0163,39.3051,-76.6144,rail,72,23808,641.25,2334,4,32.0625,blue,0.72,0.144,0.5511876649534657,0.34411239126585064
Washington,St. Louis,38.9047,-77.0163,38.6359,-90.2451,flight,192,9799,257.87,2335,0,30.944399999999998,green,1.92,0.384,0.2268602120664907,0.13838013619606224
Washington,St. Louis,38.9047,-77.0163,38.6359,-90.2451,road,108,37653,313.79,2336,4,78.4475,gray,1.08,0.216,0.8717182942075288,0.16838834659697666
Washington,St. Louis,38.9047,-77.0163,38.6359,-90.2451,rail,97,18449,771.12,2337,1,38.556000000000004,blue,0.97,0.194,0.42711950733898224,0.4138042060864292
Washington,Portland,38.9047,-77.0163,45.5371,-122.65,flight,157,10352,810.27,2338,0,97.2324,green,1.57,0.314,0.239662916145761,0.4348131731321338
Washington,Portland,38.9047,-77.0163,45.5371,-122.65,road,77,24124,912.79,2339,2,228.1975,gray,0.77,0.154,0.5585034958559059,0.48982822553381017
Washington,Portland,38.9047,-77.0163,45.5371,-122.65,rail,65,24265,756.83,2340,4,37.8415,blue,0.65,0.13,0.5617678381256656,0.4061357989578694
Washington,San Antonio,38.9047,-77.0163,29.4632,-98.5238,flight,261,17812,745.65,2341,0,89.478,green,2.6100000000000003,0.522,0.4123720887160254,0.4001363033877295
Washington,San Antonio,38.9047,-77.0163,29.4632,-98.5238,road,128,16319,473.48,2342,5,118.37,gray,1.28,0.256,0.37780710283835717,0.25408239378799996
Washington,San Antonio,38.9047,-77.0163,29.4632,-98.5238,rail,83,15238,231.77,2343,2,11.588500000000002,blue,0.8300000000000001,0.166,0.3527804787701996,0.12437415816559252
Washington,Sacramento,38.9047,-77.0163,38.5677,-121.4685,flight,497,35027,1732.38,2344,0,207.8856,green,4.97,0.994,0.8109228133537065,0.9296427670660965
Washington,Sacramento,38.9047,-77.0163,38.5677,-121.4685,road,73,23504,551.16,2345,3,137.79,gray,0.73,0.146,0.5441496504144094,0.29576761882274655
Washington,Sacramento,38.9047,-77.0163,38.5677,-121.4685,rail,38,20506,1014.7,2346,5,50.73500000000001,blue,0.38,0.076,0.4747418622956892,0.5445159351539316
Washington,Austin,38.9047,-77.0163,30.3005,-97.7522,flight,242,13278,791.63,2347,0,94.9956,green,2.42,0.484,0.30740380608417833,0.42481043633182897
Washington,Austin,38.9047,-77.0163,30.3005,-97.7522,road,195,17713,52.82,2348,2,13.205,gray,1.9500000000000002,0.39,0.410080103718109,0.02834466511760192
Washington,Austin,38.9047,-77.0163,30.3005,-97.7522,rail,54,28234,1082.43,2349,1,54.121500000000005,blue,0.54,0.108,0.6536556003148586,0.5808617164567559
Washington,Orlando,38.9047,-77.0163,28.4773,-81.337,flight,157,12900,1044.52,2350,0,125.3424,green,1.57,0.314,0.29865259063758853,0.5605181675243763
Washington,Orlando,38.9047,-77.0163,28.4773,-81.337,road,123,27804,879.86,2351,4,219.965,gray,1.23,0.246,0.6437005139602723,0.47215708160494557
Washington,Orlando,38.9047,-77.0163,28.4773,-81.337,rail,99,20192,241.09,2352,2,12.0545,blue,0.99,0.198,0.46747233412047967,0.1293755265657449
Washington,New Jersey,38.9047,-77.0163,40.2237,-74.7641,flight,112,14193,1329.11,2353,0,159.49319999999997,green,1.12,0.224,0.32858730379219336,0.7132369908075706
Washington,New Jersey,38.9047,-77.0163,40.2237,-74.7641,road,119,29700,849.41,2354,2,212.3525,gray,1.19,0.238,0.6875954993749132,0.4558167739027309
Washington,New Jersey,38.9047,-77.0163,40.2237,-74.7641,rail,39,19299,1156.37,2355,5,57.8185,blue,0.39,0.078,0.44679816641200165,0.6205399546013125
Washington,San Jose,38.9047,-77.0163,37.3012,-121.848,flight,150,16753,830.15,2356,0,99.618,green,1.5,0.3,0.38785479464740474,0.44548132804576357
Washington,San Jose,38.9047,-77.0163,37.3012,-121.848,road,196,35096,304.47,2357,1,76.1175,gray,1.96,0.392,0.8125202574431634,0.16338697819682424
Washington,San Jose,38.9047,-77.0163,37.3012,-121.848,rail,50,23635,1224.1,2358,4,61.205,blue,0.5,0.1,0.547182479048016,0.6568857359041368
Washington,Pittsburgh,38.9047,-77.0163,40.4397,-79.9763,flight,101,11162,372.2,2359,0,44.663999999999994,green,1.01,0.202,0.25841552067416773,0.1997327594996485
Washington,Pittsburgh,38.9047,-77.0163,40.4397,-79.9763,road,106,35129,783.55,2360,1,195.8875,gray,1.06,0.212,0.8132842524424688,0.42047448604500154
Washington,Pittsburgh,38.9047,-77.0163,40.4397,-79.9763,rail,37,10915,562.34,2361,4,28.117000000000004,blue,0.37,0.074,0.2526971338611844,0.3017671143928865
Washington,Indianapolis,38.9047,-77.0163,39.7771,-86.1458,flight,405,33727,1734.25,2362,0,208.10999999999999,green,4.050000000000001,0.81,0.7808260406537945,0.9306462605111914
Washington,Indianapolis,38.9047,-77.0163,39.7771,-86.1458,road,50,25152,656.79,2363,4,164.1975,gray,0.5,0.1,0.5823030976524517,0.35245158278284294
Washington,Indianapolis,38.9047,-77.0163,39.7771,-86.1458,rail,43,11176,346.1,2364,3,17.305000000000003,blue,0.42999999999999994,0.086,0.25873963976478215,0.18572678146917881
Washington,Manhattan,38.9047,-77.0163,40.7834,-73.9662,flight,130,15620,1382.55,2365,0,165.90599999999998,green,1.3,0.26,0.36162429967125065,0.7419143649818352
Washington,Manhattan,38.9047,-77.0163,40.7834,-73.9662,road,194,43109,704.63,2366,1,176.1575,gray,1.94,0.388,0.9980321340926981,0.37812384289692996
Washington,Manhattan,38.9047,-77.0163,40.7834,-73.9662,rail,62,18876,75.19,2367,5,3.7595,blue,0.62,0.124,0.4370051396027226,0.04034902253298917
Washington,Cincinnati,38.9047,-77.0163,39.1413,-84.506,flight,128,16518,1072.49,2368,0,128.6988,green,1.28,0.256,0.38241422419780524,0.575527638999941
Washington,Cincinnati,38.9047,-77.0163,39.1413,-84.506,road,127,15559,410.73,2369,3,102.6825,gray,1.27,0.254,0.3602120664907163,0.22040901748869057
Washington,Cincinnati,38.9047,-77.0163,39.1413,-84.506,rail,50,22797,886.08,2370,2,44.304,blue,0.5,0.1,0.5277816363383804,0.47549490472178546
Washington,Kansas City,38.9047,-77.0163,39.1238,-94.5541,flight,206,17456,274.02,2371,0,32.8824,green,2.06,0.412,0.40413020326897253,0.14704667049460957
Washington,Kansas City,38.9047,-77.0163,39.1238,-94.5541,road,80,35465,449.87,2372,5,112.4675,gray,0.8,0.16,0.8210631106172154,0.24141261825928767
Washington,Kansas City,38.9047,-77.0163,39.1238,-94.5541,rail,48,27303,551.16,2373,4,27.558,blue,0.48,0.096,0.6321016807889984,0.29576761882274655
Washington,Cleveland,38.9047,-77.0163,41.4764,-81.6805,flight,127,12641,1363.91,2374,0,163.66920000000002,green,1.27,0.254,0.29265638746122147,0.7319116281815304
Washington,Cleveland,38.9047,-77.0163,41.4764,-81.6805,road,189,24007,783.55,2375,5,195.8875,gray,1.8900000000000001,0.378,0.5557947863129138,0.42047448604500154
Washington,Cleveland,38.9047,-77.0163,41.4764,-81.6805,rail,91,15154,37.28,2376,5,1.864,blue,0.9099999999999999,0.182,0.3508357642265129,0.02000547360060961
Washington,Columbus,38.9047,-77.0163,39.9862,-82.9855,flight,257,9443,1312.34,2377,0,157.4808,green,2.5700000000000003,0.514,0.2186183266194379,0.7042377474523609
Washington,Columbus,38.9047,-77.0163,39.9862,-82.9855,road,58,41972,322.49,2378,4,80.6225,gray,0.5800000000000001,0.116,0.9717090336620827,0.17305700594046655
Washington,Columbus,38.9047,-77.0163,39.9862,-82.9855,rail,84,12259,767.39,2379,1,38.3695,blue,0.8400000000000001,0.168,0.2838125665601704,0.41180258547134674
Washington,Bronx,38.9047,-77.0163,40.8501,-73.8662,flight,105,14894,1361.42,2380,0,163.3704,green,1.05,0.21,0.34481640968653055,0.730575425679773
